feature,mean_importance
feature_20,-0.006192189614088972
feature_17,-0.002850190369663269
feature_7,-0.0023098957583488817
feature_30,-0.0014450849293885543
feature_16,-0.0013329090818969907
feature_23,-0.0010166006164270796
feature_10,-0.000793056636074252
feature_15,-0.0006901482266295417
feature_1,-0.0005204629314908809
feature_3,-0.00037881630152730993
feature_9,4.572547065240518e-05
feature_14,0.00026012765821103177
feature_4,0.00040876522158577735
feature_5,0.0012721214424954524
feature_6,0.0013464009898396273
feature_19,0.002604022531158892
feature_26,0.002733240130173578
feature_24,0.00418353374553018
feature_18,0.004253582901394895
feature_29,0.004493225884905394
feature_12,0.0047563655984605106
feature_11,0.006640521637421992
feature_25,0.007319039089762694
feature_13,0.010296203125365316
feature_21,0.01410085374859853
feature_2,0.01505693646964312
feature_27,0.017932795070395104
feature_22,0.02871201879486148
feature_8,0.03167414276790233
feature_28,0.05120810322741694
