feature,mean_importance
feature_28,-0.011927361288001953
feature_2,-0.007878292486702795
feature_1,-0.006693814537148235
feature_18,-0.0052410706456420654
feature_5,-0.0016317417638925691
feature_3,-0.0011808254547748752
feature_20,-0.0007069871778933922
feature_30,-0.0006065322871014689
feature_27,-0.00033555362533624344
feature_9,-0.0003241716185868049
feature_29,-0.00029998387474335363
feature_19,-0.00016580426202427722
feature_15,-0.0001446250202044863
feature_6,3.5010455462680665e-05
feature_7,8.702418568511394e-05
feature_4,0.0003148693435171046
feature_10,0.0006863393392210704
feature_13,0.0009468564479168162
feature_17,0.0014549785428181194
feature_14,0.003484303623267665
feature_16,0.004283146873956978
feature_26,0.0052066511054131735
feature_11,0.005928789252085775
feature_25,0.006859135318622084
feature_12,0.007211961052423171
feature_24,0.009527617556762891
feature_23,0.012120928406920195
feature_22,0.02548805162376765
feature_8,0.04828833326693572
feature_21,0.0685471448212189
