feature,mean_importance
feature_1,0.0
feature_26,0.0
feature_20,0.0
feature_19,0.0
feature_18,0.0
feature_17,0.0
feature_16,0.0
feature_29,0.0
feature_13,0.0
feature_12,0.0
feature_15,0.0
feature_10,0.0
feature_11,0.0
feature_3,0.0
feature_5,0.0
feature_6,0.0
feature_30,0.0
feature_9,0.0
feature_25,0.00022947231819067104
feature_4,0.0003444484513001278
feature_7,0.0036544835214747775
feature_14,0.003781161769741348
feature_24,0.007727175811746145
feature_2,0.01147473194680696
feature_27,0.012609816870796254
feature_22,0.016791249684441196
feature_21,0.02744351878648633
feature_23,0.029393158118495778
feature_8,0.02973957147648796
feature_28,0.07247603320335541
