feature,mean_importance
feature_4,-0.0001505009484136177
feature_1,0.0
feature_26,0.0
feature_20,0.0
feature_19,0.0
feature_18,0.0
feature_17,0.0
feature_16,0.0
feature_14,0.0
feature_13,0.0
feature_12,0.0
feature_15,0.0
feature_10,0.0
feature_11,0.0
feature_3,0.0
feature_5,0.0
feature_30,0.0
feature_9,0.0
feature_6,8.824274099262231e-05
feature_29,0.0012144577645171184
feature_25,0.002456823042790274
feature_7,0.003074275188620662
feature_27,0.009987410919532386
feature_2,0.013103638742674405
feature_22,0.013862343080861973
feature_24,0.014134563713306725
feature_21,0.03433388452546558
feature_23,0.04932115106371428
feature_28,0.06023585326642017
feature_8,0.07380967791499662
