feature,mean_importance
feature_7,-0.001676662772993409
feature_5,-0.0014157523642831181
feature_26,-0.00040089865275967916
feature_1,0.0
feature_20,0.0
feature_19,0.0
feature_18,0.0
feature_17,0.0
feature_13,0.0
feature_12,0.0
feature_15,0.0
feature_10,0.0
feature_11,0.0
feature_4,0.0
feature_6,0.0
feature_30,0.0
feature_9,0.0
feature_29,0.0001394736663441476
feature_3,0.00032796084534648105
feature_16,0.0004894695971070006
feature_25,0.0005929440989194846
feature_14,0.0005931321118342658
feature_27,0.0010810106446579482
feature_21,0.005740424190613563
feature_2,0.0070367216861827175
feature_22,0.009245073929539294
feature_28,0.0156289689445784
feature_24,0.01748068383879022
feature_8,0.02101424681011409
feature_23,0.039971255538433774
