feature,mean_importance
feature_7,-0.007001589386804105
feature_13,-0.00468641877571265
feature_14,-0.0033990216958450477
feature_8,-0.0022267395798379634
feature_3,-0.0020475959915424446
feature_18,-0.0010781497112627326
feature_1,-0.0005062913645184408
feature_20,-8.497535001965595e-05
feature_15,1.6926651809379135e-05
feature_11,0.00018722158812895794
feature_26,0.0002171577493656207
feature_12,0.0003633015395587691
feature_4,0.0004279429743832885
feature_17,0.0005121640573145624
feature_5,0.0007839134584250284
feature_30,0.0011447439256121739
feature_2,0.0013865697547250505
feature_19,0.0015897095467853283
feature_6,0.0019824427140930356
feature_25,0.0021664306491226302
feature_28,0.0025311618186166255
feature_10,0.0034115767655483907
feature_29,0.0035240372780565242
feature_9,0.006454148708926422
feature_27,0.006554848448796874
feature_21,0.007203000255943617
feature_16,0.0073202533345582965
feature_23,0.0219976107347368
feature_24,0.031008718542741426
feature_22,0.037222277412388455
