feature,mean_importance
feature_29,-0.005305735978439185
feature_27,-0.0031355394160773762
feature_3,-0.0023970043617918104
feature_5,-0.0015790491512381489
feature_13,-0.0004699192097736116
feature_4,-0.0002481825602268006
feature_23,-0.0002007159356614663
feature_7,-0.00011741463138385533
feature_18,-9.991003606616977e-05
feature_1,-9.69626887569297e-05
feature_20,0.0
feature_12,2.6893730881810685e-05
feature_30,3.4842211208302444e-05
feature_17,7.957425049089362e-05
feature_11,0.00017497976526866242
feature_9,0.00019404481769330628
feature_15,0.00020313360421106986
feature_16,0.00032721238095516635
feature_25,0.00041443653979767456
feature_6,0.00044957303630754344
feature_26,0.0006475908210533566
feature_21,0.000867654889071448
feature_19,0.0008925310464742875
feature_10,0.0016975285803628448
feature_14,0.005266426656693612
feature_24,0.010633465681635729
feature_2,0.025574989330958336
feature_8,0.030952689458357607
feature_22,0.03970546934971489
feature_28,0.06985886302745449
