feature,mean_importance
feature_6,-0.0007085467211623384
feature_13,-0.00038193881541012523
feature_11,-0.00031191402666649464
feature_10,-0.0001864720982845222
feature_9,-0.00013814795559520808
feature_12,-0.0001112830975363563
feature_3,-6.333441877999086e-05
feature_1,-4.1467866242990425e-05
feature_17,-2.9271472675376776e-05
feature_30,0.0
feature_20,1.804095840200054e-05
feature_26,0.00028131099278832367
feature_7,0.0003159791843748608
feature_4,0.0006683296201924135
feature_18,0.0011487928024725563
feature_15,0.002626759422489873
feature_19,0.0028673960133630007
feature_25,0.004419243861508956
feature_16,0.005533796121025109
feature_14,0.006537194125854827
feature_5,0.007417601535537328
feature_29,0.010735762047213753
feature_24,0.013264683867433364
feature_23,0.020241452527848276
feature_27,0.03518347317486213
feature_2,0.035673910701657145
feature_28,0.04350930147526267
feature_22,0.047166951727276925
feature_21,0.047701990398838684
feature_8,0.058030622799062834
