feature,mean_importance
feature_18,-0.0026733963171966827
feature_16,-5.551115123125783e-18
feature_10,-5.551115123125783e-18
feature_1,0.0
feature_26,0.0
feature_25,0.0
feature_24,0.0
feature_19,0.0
feature_17,0.0
feature_29,0.0
feature_13,0.0
feature_30,0.0
feature_3,0.0
feature_9,0.0
feature_7,0.0
feature_6,0.0
feature_5,0.0
feature_11,5.551115123125783e-18
feature_20,5.551115123125783e-18
feature_12,5.551115123125783e-18
feature_4,1.1102230246251566e-17
feature_15,1.1102230246251566e-17
feature_2,0.0014345413146549357
feature_23,0.020465402337872363
feature_21,0.07817904188967718
feature_14,0.08156078028681313
feature_27,0.15635384752253728
feature_22,0.25504540252995556
feature_8,0.26906334517135416
feature_28,0.35926121076604955
