feature,mean_importance
feature_4,-0.0071576593497647886
feature_26,-0.005296317065102712
feature_1,-0.003409581010099866
feature_12,-0.0009016888224079422
feature_29,-0.0006984012816739105
feature_5,-0.00016669206771633972
feature_25,-0.00011249852516640458
feature_30,-9.13798129455079e-05
feature_18,-8.894504708842899e-05
feature_16,-9.992007221626409e-17
feature_6,-2.7755575615628914e-17
feature_19,-1.1102230246251566e-17
feature_9,1.6653345369377347e-17
feature_15,1.6653345369377347e-17
feature_3,3.3306690738754695e-17
feature_20,0.00011648286212043724
feature_10,0.000285018680794058
feature_17,0.0013560192854036202
feature_13,0.0017016633836184404
feature_7,0.004319403273182499
feature_11,0.005077712798133327
feature_2,0.01129337844364663
feature_22,0.01633117169731655
feature_14,0.020412194362361018
feature_23,0.02340975344000699
feature_27,0.024830377704305063
feature_24,0.04128884387087915
feature_21,0.044509561242008326
feature_8,0.06229013220024069
feature_28,0.10309522847491855
