feature,mean_importance
feature_16,-0.0030896690966025846
feature_6,-0.0022586428056966894
feature_20,-0.0011481899862468448
feature_17,-0.0010010307152704151
feature_1,-0.0008035190311967866
feature_4,-0.000583514985345937
feature_10,-0.0001778828077896283
feature_30,-7.409284744002708e-05
feature_9,-1.2856054653967441e-05
feature_3,1.6819821390559596e-05
feature_19,0.0002680846907503198
feature_12,0.0002996769449478409
feature_5,0.00030514991777040037
feature_15,0.00035363356041238637
feature_26,0.0008149705010025265
feature_25,0.0008950686813559456
feature_24,0.000916656908475108
feature_18,0.0010862365605049911
feature_13,0.00126690640626701
feature_29,0.0020039778309826396
feature_7,0.0028307927273822447
feature_11,0.005378005226669491
feature_14,0.007005609408342009
feature_21,0.014536812906427072
feature_2,0.016175551047416182
feature_22,0.024753569521483373
feature_27,0.027006096446894952
feature_8,0.048312797788806254
feature_23,0.04835894071538705
feature_28,0.07396976142926717
