feature,mean_importance
feature_26,-0.003117820306455618
feature_13,-0.002839102788766967
feature_3,-0.0028145722336369748
feature_7,-0.0005580108201156981
feature_25,-0.0004675559728646361
feature_20,-0.0004424055526824483
feature_30,-0.0002770300053444419
feature_5,-6.231905142649597e-05
feature_15,-2.5410663562580594e-05
feature_4,4.478071289396868e-05
feature_12,5.328174258958374e-05
feature_6,8.681311611603292e-05
feature_18,0.0005959394851683897
feature_9,0.0006645604660652921
feature_17,0.0007069982602308817
feature_10,0.0013492113217720453
feature_1,0.0015927152231992342
feature_11,0.002672194744607151
feature_8,0.0033175308975907703
feature_19,0.003438737812454079
feature_14,0.0036511288771810006
feature_16,0.004698338127590779
feature_27,0.010229048372006961
feature_29,0.014067333547137994
feature_2,0.020342600520394903
feature_21,0.02737706326718039
feature_24,0.03784368243202269
feature_23,0.0397555957241158
feature_22,0.06825671998432761
feature_28,0.07073282144297655
