feature,mean_importance
feature_12,-0.002848400955073406
feature_6,-0.0009119171299431988
feature_29,-0.0008875830820650382
feature_14,-0.0008343829723425663
feature_10,-0.0005430019516137307
feature_30,-0.0003217281283993803
feature_7,-8.108329304239991e-05
feature_13,2.96583971303388e-05
feature_18,3.644280359242774e-05
feature_26,9.681730248520537e-05
feature_3,0.00021367753450507871
feature_20,0.00037959789365523826
feature_5,0.0004347066219536636
feature_9,0.0005310886689071245
feature_17,0.0006689784310372592
feature_11,0.0007101993177275917
feature_1,0.0007420954069562475
feature_19,0.0016696894096333182
feature_4,0.0019083743821236288
feature_15,0.0019741852713633934
feature_16,0.0022918550862305693
feature_25,0.004791974457286481
feature_24,0.006950412997144174
feature_27,0.03861731988849877
feature_23,0.04586186047933909
feature_2,0.047568523977055674
feature_22,0.04952716661299775
feature_21,0.05304830934042988
feature_8,0.06143383414605097
feature_28,0.11009769647148063
