feature,mean_importance
feature_1,0.0
feature_26,0.0
feature_20,0.0
feature_19,0.0
feature_18,0.0
feature_17,0.0
feature_16,0.0
feature_13,0.0
feature_12,0.0
feature_11,0.0
feature_15,0.0
feature_9,0.0
feature_10,0.0
feature_3,0.0
feature_5,0.0
feature_6,0.0
feature_30,0.0
feature_7,2.6102232319208384e-05
feature_27,0.00040586365842127937
feature_25,0.0007411519356246565
feature_4,0.0014606230559692623
feature_29,0.0026884319218670127
feature_14,0.005910305100403685
feature_21,0.014989145646309049
feature_2,0.016926619771273337
feature_22,0.01822499020021745
feature_23,0.029108212856252192
feature_8,0.03686648234301259
feature_24,0.053959219483145804
feature_28,0.08130315163888138
