feature,mean_importance
feature_1,0.0
feature_27,0.0
feature_26,0.0
feature_25,0.0
feature_22,0.0
feature_21,0.0
feature_19,0.0
feature_18,0.0
feature_16,0.0
feature_13,0.0
feature_12,0.0
feature_15,0.0
feature_10,0.0
feature_3,0.0
feature_4,0.0
feature_5,0.0
feature_11,0.0
feature_7,0.0
feature_6,0.0
feature_9,0.0
feature_30,0.0
feature_20,0.0012175602877854074
feature_29,0.016362014530741036
feature_17,0.018671084021296185
feature_14,0.03849691448355551
feature_24,0.07114116046889273
feature_2,0.07796579550032674
feature_8,0.08069073582415875
feature_23,0.10485357777888601
feature_28,0.17550335350941085
