feature,mean_importance
feature_15,-0.00016384200427836947
feature_16,-8.02240585733277e-05
feature_12,-3.675562236118979e-05
feature_5,2.2204460492503132e-17
feature_25,2.4980018054066023e-17
feature_10,2.7755575615628914e-17
feature_9,2.7755575615628914e-17
feature_30,3.053113317719181e-17
feature_18,3.3306690738754695e-17
feature_3,3.3306690738754695e-17
feature_6,3.8857805861880476e-17
feature_20,8.359043847758763e-05
feature_19,0.00017219296941992646
feature_29,0.00027264603462806016
feature_13,0.0005376268104391984
feature_17,0.002019485045666472
feature_1,0.00389958035088942
feature_27,0.006680122620610296
feature_11,0.006796838375633579
feature_2,0.008308722775887883
feature_26,0.008316316468112466
feature_4,0.010108100933070413
feature_7,0.010643609091334832
feature_22,0.014531264374562786
feature_14,0.0163590947181869
feature_21,0.03907855977409259
feature_24,0.04704745294948243
feature_8,0.06589093891473131
feature_23,0.10741557635933732
feature_28,0.1518937881861029
