feature,mean_importance
feature_1,0.0
feature_27,0.0
feature_26,0.0
feature_25,0.0
feature_20,0.0
feature_19,0.0
feature_18,0.0
feature_17,0.0
feature_16,0.0
feature_29,0.0
feature_13,0.0
feature_15,0.0
feature_30,0.0
feature_3,0.0
feature_10,0.0
feature_9,0.0
feature_4,0.0
feature_7,0.0
feature_6,0.0
feature_5,0.0
feature_12,0.0
feature_22,0.00533758762480723
feature_11,0.0081175418946451
feature_2,0.008584713377168188
feature_21,0.009956711041861601
feature_23,0.0541119650432341
feature_14,0.05435982320116606
feature_8,0.0986025534020852
feature_24,0.14813108547620432
feature_28,0.30127423379794616
