feature,mean_importance
feature_5,-0.008351478573243613
feature_25,-0.00635526671471749
feature_9,-0.004239598088127841
feature_6,-0.0028338746911014375
feature_20,-0.0013443778478502712
feature_7,-0.0012269697723820403
feature_19,-0.0005704438331983863
feature_13,-9.25423036047951e-06
feature_3,1.3311712892080662e-06
feature_26,0.0002189615455117519
feature_12,0.0002789130561005715
feature_17,0.00033008443532919903
feature_30,0.00046242411754250645
feature_1,0.00046954124787038505
feature_4,0.0005732923611273006
feature_10,0.0007941531247004932
feature_18,0.000847832620535123
feature_15,0.001328170152237143
feature_11,0.002173061113001408
feature_14,0.0045821039200860695
feature_8,0.0069890569843334225
feature_16,0.010368616427642866
feature_21,0.016539100624190554
feature_29,0.017324807409571704
feature_2,0.019247657955040957
feature_23,0.01998619008452225
feature_27,0.028074468310338697
feature_28,0.029084721203243725
feature_22,0.03826491715429192
feature_24,0.05134994972803281
