feature,mean_importance
feature_5,-0.007370653593149035
feature_4,-0.001976858615412305
feature_7,-0.001552016477766424
feature_26,-0.0014097117532261894
feature_15,-0.0011748730660070428
feature_27,-0.0007819084345129124
feature_1,-0.0007729879793494209
feature_25,-0.0006824582225055303
feature_13,-0.00033636622028189456
feature_11,-0.00032802692605482796
feature_18,-0.00027193164555007476
feature_30,-0.00020723544006209517
feature_12,-0.00013587832833588108
feature_3,-4.215103104406037e-05
feature_9,0.00011290544265358804
feature_17,0.00011690200709934817
feature_20,0.0006069422164385635
feature_10,0.000681881124930489
feature_14,0.002088605347212191
feature_19,0.00238145804904423
feature_23,0.002536362430439401
feature_8,0.0026159893013952633
feature_29,0.0032783578835713116
feature_6,0.007427687123262255
feature_24,0.009162521699305199
feature_21,0.009611681449293289
feature_16,0.011524499452483345
feature_2,0.02066546555216687
feature_28,0.036675740834415785
feature_22,0.039025861464724476
