feature,mean_importance
feature_26,-0.008409461854986927
feature_1,-0.004052097041278885
feature_25,-0.003543521686097717
feature_30,-0.00024885825969088725
feature_4,-2.1425945271347226e-05
feature_19,-1.887379141862766e-16
feature_6,-1.609823385706477e-16
feature_18,-1.554312234475219e-16
feature_16,-1.1102230246251565e-16
feature_15,-4.9960036108132046e-17
feature_29,9.06375949721594e-05
feature_9,0.00028248594405522187
feature_20,0.0004280598789152268
feature_3,0.0004734678857315711
feature_10,0.0005488160411303011
feature_12,0.0007919949433014883
feature_5,0.001611698899133185
feature_13,0.0020556346574530314
feature_2,0.002444902935480636
feature_17,0.004256700339817354
feature_7,0.005395589061515926
feature_11,0.006190991397645585
feature_23,0.012109962699723215
feature_14,0.016644638942958166
feature_22,0.02047673171038209
feature_27,0.03526555635016881
feature_8,0.04568605745124147
feature_21,0.046321567676499864
feature_24,0.07658966657954407
feature_28,0.1159526650334219
