feature,mean_importance
feature_15,-0.0003430871950846681
feature_16,-3.3306690738754695e-17
feature_12,-1.6653345369377347e-17
feature_30,-1.6653345369377347e-17
feature_6,-1.1102230246251566e-17
feature_26,0.0
feature_9,0.0
feature_18,0.0
feature_13,0.0
feature_19,5.551115123125783e-18
feature_10,0.0003165263739023427
feature_17,0.00039234838603539044
feature_25,0.0005909434826405768
feature_5,0.0007475350639828404
feature_20,0.002239541529175282
feature_7,0.004306617481289715
feature_3,0.007492770480509581
feature_4,0.008376427987296358
feature_29,0.010139839128035006
feature_22,0.011527564013536917
feature_14,0.01540306398250808
feature_2,0.017543074508712793
feature_11,0.02121763063147731
feature_1,0.029061091512153886
feature_27,0.04056999578826244
feature_23,0.04356432038952036
feature_24,0.0469570012566085
feature_21,0.08075738612243137
feature_8,0.09249139213101784
feature_28,0.15721771119834568
