feature,mean_importance
feature_20,-0.0015931685951843244
feature_1,0.0
feature_25,0.0
feature_19,0.0
feature_16,0.0
feature_29,0.0
feature_13,0.0
feature_12,0.0
feature_10,0.0
feature_15,0.0
feature_3,0.0
feature_4,0.0
feature_6,0.0
feature_30,0.0
feature_18,5.551115123125783e-18
feature_26,5.551115123125783e-18
feature_5,0.00247650452358224
feature_22,0.0028987795429639583
feature_9,0.004013606402430881
feature_7,0.005086976536089016
feature_11,0.015293365775385936
feature_17,0.017296892307460975
feature_28,0.01806768617581438
feature_24,0.01877150387012841
feature_2,0.01893274531360502
feature_27,0.03731565160332058
feature_23,0.03906059428343158
feature_14,0.039389626661534435
feature_21,0.08952046312714715
feature_8,0.1203776545702658
