feature,mean_importance
feature_28,-0.014399046783475155
feature_4,-0.007393461543877147
feature_20,-0.0038759346465215257
feature_8,-0.0020251917721541917
feature_6,-0.001401819188950265
feature_30,-0.0008442814880989191
feature_10,-0.0006856424327720462
feature_13,-0.00037907297482154824
feature_3,-8.339002735482937e-05
feature_15,0.0
feature_26,0.0001427596821072602
feature_19,0.00025308387769221175
feature_14,0.0008199949154851033
feature_9,0.0013784358041956878
feature_18,0.001575799491859467
feature_25,0.0016692793771221875
feature_11,0.0022860407920637428
feature_24,0.0028573857235562215
feature_1,0.0033035060315781766
feature_12,0.004516954579869115
feature_29,0.005309378944783158
feature_5,0.006958203818334485
feature_7,0.007634260393151998
feature_17,0.009477754418402429
feature_16,0.013716416851833025
feature_2,0.01797757155562322
feature_21,0.021117728389045017
feature_27,0.021822607580426402
feature_22,0.029199193330507474
feature_23,0.029475422173706477
