feature,mean_importance
feature_7,-0.007257482956660108
feature_9,-0.006661957626329115
feature_5,-0.004228158030951582
feature_13,-0.0031736196632048104
feature_28,-0.0020722154045172024
feature_30,-0.0019169476387861512
feature_10,-0.0015242386351370346
feature_18,-0.0015125070253489165
feature_16,-0.0006476953474881836
feature_11,-0.0001267947137124137
feature_15,0.0003291647754732507
feature_25,0.0007134700923187798
feature_3,0.001212200483955972
feature_23,0.0013359670762040365
feature_26,0.001402464137688214
feature_19,0.0014598047644394207
feature_6,0.0017034809127960571
feature_14,0.0024875631877078253
feature_29,0.002649247550979611
feature_20,0.002889899908815041
feature_12,0.0029108880886282553
feature_17,0.004916539826941712
feature_2,0.004938428414342175
feature_4,0.008855261489390243
feature_27,0.010183377583771996
feature_1,0.010200484487267902
feature_8,0.011995554299597722
feature_24,0.02019053918163306
feature_22,0.025619106858876785
feature_21,0.027861114799128412
