feature,mean_importance
feature_27,-0.005498536486307684
feature_1,-0.002656763261176234
feature_5,-0.0014026907857683762
feature_11,-0.001077350934210533
feature_19,-0.0005298167567615669
feature_12,-0.0005138496405607956
feature_14,-0.0004646085714096138
feature_13,-0.0004631479160181723
feature_4,-0.0001229780773959771
feature_26,-0.00010047965424318517
feature_6,-5.1346035484650665e-06
feature_30,1.7400611648790697e-05
feature_17,1.8492817579507383e-05
feature_3,2.217964068412237e-05
feature_9,3.369546261872136e-05
feature_18,0.0002159799445491245
feature_7,0.0003060338549795816
feature_20,0.0004176651917023488
feature_25,0.0006192775217894242
feature_10,0.0006625577998107563
feature_15,0.0009080885712413889
feature_29,0.001552218585790241
feature_23,0.0017394507869437164
feature_8,0.006270066921388861
feature_16,0.006321755974216622
feature_24,0.007436193977754751
feature_22,0.015477616961550903
feature_21,0.023390299517018473
feature_2,0.04087242614380869
feature_28,0.1031602461678747
