feature,mean_importance
feature_19,-0.003595054118582894
feature_4,-0.003584867886262802
feature_1,-0.0027124085993217167
feature_2,-0.0013422479163196193
feature_29,-0.0006461069337804048
feature_17,-0.0005420903171102776
feature_30,-0.0005128091616629082
feature_7,-0.0004895930876803317
feature_20,0.00018321550426891043
feature_11,0.00018507618796034241
feature_12,0.00021468801923325286
feature_9,0.0002231021305652725
feature_3,0.00027567352867698125
feature_18,0.00046723651830526123
feature_13,0.0007855952187724585
feature_10,0.0010356758286446193
feature_21,0.001833595202992866
feature_6,0.0026584620548958993
feature_24,0.003201694205734948
feature_26,0.004553988586748855
feature_16,0.005857808476098866
feature_5,0.006088143396599702
feature_15,0.006439611295687467
feature_25,0.008846422149813783
feature_23,0.012221453271210015
feature_14,0.019529259775489756
feature_22,0.022914395958195007
feature_27,0.030435550750176666
feature_8,0.03575806661976901
feature_28,0.04311300233974243
