feature,mean_importance
feature_14,-0.0008071728764192487
feature_15,-0.0006870114670067109
feature_30,-0.0003324332639083313
feature_10,-0.00019379427972970737
feature_9,-8.813593504798934e-05
feature_29,1.767518697137205e-05
feature_13,8.698083144954155e-05
feature_3,9.625941968234019e-05
feature_26,0.00012292740112722217
feature_7,0.00014066722987459007
feature_6,0.00022316415304926286
feature_20,0.0004734464255897228
feature_12,0.0005799280962637335
feature_17,0.0008337194785895674
feature_18,0.0008868792566997047
feature_11,0.0009435697412280674
feature_1,0.0010363670066917338
feature_5,0.0021048016728692233
feature_16,0.0039477922342488776
feature_24,0.004399756335773282
feature_19,0.004668889982809163
feature_4,0.005187431725275253
feature_25,0.009255059917079308
feature_21,0.02433963317220168
feature_27,0.03010482307899596
feature_22,0.030606460998458995
feature_23,0.030931464274233978
feature_8,0.036405829222304516
feature_2,0.03993160443811264
feature_28,0.20273251799391456
