feature,mean_importance
feature_25,-0.0037968583554198964
feature_20,-0.0025331082184963023
feature_6,-0.000926786982765998
feature_3,-0.0002620608777022068
feature_7,-0.00020435538302066985
feature_19,-7.765331178734153e-05
feature_26,3.210068120515636e-05
feature_30,4.707772822361567e-05
feature_4,0.00010755474528120063
feature_9,0.00019562843415103225
feature_18,0.00034063998024116136
feature_15,0.0008678471263699736
feature_1,0.0011549027707450032
feature_14,0.0011984158648130129
feature_12,0.001222627876282384
feature_11,0.0026522033857130007
feature_5,0.0028544269594455566
feature_13,0.0031140952641690077
feature_10,0.003880435349316519
feature_8,0.006018661668640406
feature_17,0.006657504581041274
feature_29,0.010114238590920841
feature_16,0.010533319685027033
feature_23,0.01799218688373997
feature_27,0.02292410587245468
feature_21,0.02756280475063743
feature_22,0.029450758386974273
feature_2,0.03557303394320759
feature_24,0.06316658162197733
feature_28,0.06590607061147291
