feature,mean_importance
feature_10,-0.0018025314657279536
feature_6,-0.0017845376681465837
feature_12,-0.0015993518729915002
feature_3,-0.0010611146222447507
feature_1,-0.00023290597794234092
feature_15,-0.00013844820627117866
feature_14,0.00019599444947066696
feature_18,0.0002894678041623036
feature_20,0.0005627617725011622
feature_4,0.001146565338083347
feature_9,0.001219619543533068
feature_26,0.00277084648561302
feature_11,0.002782396031371352
feature_30,0.0027885087581400016
feature_17,0.00343791908388662
feature_5,0.004304499681134363
feature_19,0.004928328589224025
feature_13,0.005275041235467908
feature_16,0.006725474401896245
feature_29,0.00848184078244637
feature_7,0.0098430244323835
feature_25,0.010939589951450184
feature_27,0.013376213953207294
feature_23,0.01819966728063489
feature_24,0.01822057549851567
feature_2,0.020509348140828755
feature_21,0.025414387333079637
feature_22,0.027535574748754937
feature_8,0.03843725662016739
feature_28,0.04242823873849769
