feature,mean_importance
feature_1,-0.0135683003745177
feature_9,-0.004865608735612525
feature_12,-0.00328270952649245
feature_7,-0.0030707249012874803
feature_18,-0.00255018462882835
feature_17,-0.001968055077338593
feature_3,-0.0016119221333936785
feature_14,-0.0015328706364251376
feature_10,-0.0010752234848310448
feature_11,-0.000986369142200541
feature_15,-0.00016059309466413542
feature_13,0.0
feature_19,0.0006451579172847332
feature_30,0.0014030538571408013
feature_4,0.0016824764806280701
feature_21,0.0017586373612878347
feature_25,0.0018770337453528686
feature_5,0.002046183145743058
feature_26,0.002439919925362172
feature_27,0.002690949905932577
feature_23,0.006010191710326751
feature_6,0.0061406241213372795
feature_29,0.007450637216050754
feature_16,0.008824459644456434
feature_20,0.01244961163343023
feature_8,0.014749013410063534
feature_28,0.01912627653344043
feature_2,0.021211258025481648
feature_22,0.030644521099280446
feature_24,0.031743093949167155
