feature,mean_importance
feature_7,-0.004331077921314286
feature_15,-0.003991540036754402
feature_13,-0.0036803550164384692
feature_1,-0.0017761399376309134
feature_18,-0.0017666532474857554
feature_3,-0.001539238852265415
feature_17,-0.00121374581958901
feature_6,-0.0009286040723908678
feature_26,-0.0006983548900925229
feature_27,-0.000381161752153622
feature_10,-0.00013509626959229415
feature_25,9.76545450623062e-05
feature_12,0.00011268955998266217
feature_9,0.0002866207852706526
feature_19,0.0009656708362933613
feature_14,0.0013017393711576507
feature_4,0.0013992495479029088
feature_30,0.0020128939042625025
feature_11,0.00225410395356315
feature_5,0.0025848777708701587
feature_23,0.0029292353543858953
feature_16,0.005226452140043303
feature_20,0.005611114033696213
feature_21,0.00610293111520728
feature_29,0.006196314770935374
feature_24,0.013641420678628696
feature_2,0.022152085572164654
feature_8,0.025246643479731008
feature_28,0.028482572547188677
feature_22,0.04073863404997876
