feature,mean_importance
feature_4,-0.0013884760320370393
feature_10,-0.0006126187679042078
feature_18,-0.0003527946727523268
feature_26,-0.0002269012160269729
feature_1,0.0
feature_20,0.0
feature_17,0.0
feature_13,0.0
feature_15,0.0
feature_3,0.0
feature_9,0.0
feature_30,0.0
feature_6,0.00010559773756890211
feature_12,0.00031220088246071144
feature_24,0.0003723917919859654
feature_11,0.0005150547654977882
feature_16,0.0006528994382806325
feature_5,0.0016036750027913493
feature_19,0.0018709394318332574
feature_21,0.0025575357748795434
feature_29,0.002672115806546399
feature_7,0.006153385847358967
feature_25,0.008739802251155327
feature_22,0.010555246496423023
feature_27,0.011112499687168676
feature_23,0.015235279115458009
feature_2,0.01734325635395389
feature_8,0.017748136137118058
feature_14,0.01827061272204582
feature_28,0.04251896222226824
