feature,mean_importance
feature_18,-0.0047484424297460194
feature_7,-0.0031773016105567874
feature_13,-0.0026254181770729605
feature_9,-0.0019339753586515296
feature_17,-0.0017894771093725837
feature_20,-0.001734039149319061
feature_1,-0.001547156629407287
feature_10,-0.0013808790522472137
feature_4,-0.0009270399431204445
feature_11,-0.0009140377907672608
feature_26,-0.0008961203954826247
feature_6,-0.0008937068473410358
feature_14,-0.000537113114927884
feature_30,-0.0004764487884399038
feature_15,-0.0003825320545128907
feature_3,3.5527268434015766e-05
feature_16,0.0003838163275672379
feature_19,0.0006791139439700167
feature_12,0.0017393577872320987
feature_25,0.0023790700230137242
feature_5,0.0039087265632542665
feature_29,0.00502082379108672
feature_27,0.005701277766931417
feature_23,0.008105622563028348
feature_24,0.010212969775012747
feature_21,0.017418690968398636
feature_8,0.01783141342567362
feature_2,0.019185916563022383
feature_28,0.02841375202983984
feature_22,0.03178317098758332
