feature,mean_importance
feature_20,-0.00256278754217239
feature_26,-0.0018063071016125142
feature_6,-0.0017347463504249789
feature_16,-0.000993743229677707
feature_5,-0.000699236007160639
feature_17,-0.000622469633401454
feature_10,-0.0004835314823442349
feature_3,-0.0003893902994413362
feature_15,-0.00027312771030297834
feature_9,1.637771990587178e-05
feature_1,0.0003482683448746332
feature_7,0.00039116435254844264
feature_30,0.0006732932651113133
feature_4,0.0008681714146926561
feature_12,0.0016363585267023834
feature_19,0.0021962907800765763
feature_18,0.0023112824507687314
feature_23,0.002909852496372628
feature_21,0.0031459132258412374
feature_29,0.004932914426908316
feature_13,0.0050130880603553194
feature_14,0.008109820644237108
feature_24,0.008325888869075005
feature_25,0.00859268480869765
feature_11,0.008992855032955377
feature_27,0.01545670096226825
feature_2,0.017850261559273075
feature_22,0.028095746088849148
feature_8,0.036575985115200924
feature_28,0.05963874120195236
