feature,mean_importance
feature_5,-0.002884503209529299
feature_7,-0.0028339618712290683
feature_26,-0.002621945742328513
feature_18,-0.0010485592407377786
feature_15,-0.0007712283765641259
feature_13,-0.0004435096840771424
feature_30,-0.0003975844929547445
feature_9,3.0834373211313657e-05
feature_6,0.0007091310903763526
feature_1,0.0008235095394645064
feature_19,0.0009797426713786528
feature_3,0.001027441827731551
feature_20,0.0012551975097138401
feature_8,0.0012786908313864864
feature_17,0.0013037634741283831
feature_11,0.0020372188515197843
feature_10,0.0029496498534332337
feature_12,0.0031688458434029287
feature_29,0.0032512922926644207
feature_25,0.0033613440848785257
feature_16,0.003902491718241058
feature_21,0.004650875703578516
feature_2,0.005099085329739872
feature_14,0.00725611945440065
feature_4,0.008801250929180781
feature_27,0.009486926819638164
feature_28,0.01027904110400039
feature_23,0.011370509085368801
feature_22,0.022343083372863705
feature_24,0.023376089390332238
