feature,mean_importance
feature_9,-0.0026382808091583556
feature_17,-0.0011128500656277227
feature_3,-0.000711057160375457
feature_1,-0.000341054814677888
feature_4,-0.00022478299091886894
feature_30,-4.1875267073530895e-05
feature_26,0.0
feature_12,0.0
feature_13,0.0
feature_20,0.0
feature_15,0.0001977075759501151
feature_11,0.00023219237544740007
feature_10,0.0002623601925253183
feature_6,0.00033085575468326663
feature_16,0.004143455481411822
feature_25,0.005600127956386923
feature_19,0.006637562120285247
feature_5,0.006954093399352985
feature_7,0.007387118202874045
feature_18,0.009544160962864602
feature_24,0.01040212208436108
feature_14,0.01061208757830209
feature_27,0.017474126313735006
feature_2,0.02062418675538144
feature_23,0.02129457659122456
feature_22,0.023520978599780078
feature_21,0.023722937125140526
feature_29,0.02560380268498219
feature_28,0.0396119440515905
feature_8,0.048350282595198066
