feature,mean_importance
feature_28,-0.010968688894941328
feature_5,-0.0021121996910889564
feature_7,-0.002015632099899761
feature_27,-0.0019059658065947228
feature_17,-0.00015872403136100167
feature_12,-4.8877883710685134e-05
feature_1,0.0
feature_26,0.0
feature_20,0.0
feature_13,0.0
feature_15,0.0
feature_9,0.0
feature_3,0.0
feature_4,0.0
feature_11,0.0
feature_6,0.0
feature_18,0.00036481394704756533
feature_10,0.00037509432089173346
feature_25,0.0005400304388215538
feature_21,0.002024849134444373
feature_16,0.0028700048878094685
feature_29,0.004342812688393161
feature_2,0.005120208839288714
feature_8,0.005261293290717434
feature_30,0.007476365541811347
feature_14,0.010048543667563508
feature_24,0.013337960450672875
feature_23,0.014972696846057865
feature_19,0.01511933476574202
feature_22,0.025982889206534042
