feature,mean_importance
feature_3,-0.0070935471117721995
feature_4,-0.005947627823770016
feature_1,-0.005896547595319353
feature_15,-0.005170573674684433
feature_26,-0.002676971103950955
feature_9,-0.0012865013340019743
feature_13,-0.0009662661334897682
feature_17,-0.0002483434220780734
feature_25,-0.00023433718298462302
feature_7,-2.3796286527300035e-05
feature_30,0.0006014718604752056
feature_5,0.0010027687735338353
feature_18,0.0018068822120593853
feature_6,0.0024470272852323283
feature_20,0.0029609070682165813
feature_8,0.004237787425764364
feature_11,0.004497400803008214
feature_16,0.005088938470122531
feature_12,0.0051195100566562984
feature_10,0.005201366806491195
feature_29,0.006326929742024884
feature_14,0.008663165101849151
feature_19,0.011567807707964223
feature_27,0.014133084835115864
feature_23,0.019065727747131327
feature_24,0.047147685686690685
feature_22,0.052216285946339536
feature_21,0.059202063591313914
feature_2,0.08930915188913027
feature_28,0.1953600925796302
