feature,mean_importance
feature_3,-0.004836846038819631
feature_29,-0.004017942723479334
feature_1,-0.0037025077810816597
feature_18,-0.002500453780772782
feature_19,-0.0008061510082199685
feature_25,-0.0006818884513801026
feature_6,-0.0006079902393215375
feature_30,-0.0006066165364110754
feature_17,-0.00039760763453092207
feature_9,1.0257001214486472e-06
feature_4,2.0900271530094328e-05
feature_13,0.00013467535741614744
feature_20,0.00026404394888838165
feature_15,0.0005262764961658284
feature_16,0.0008954968864188728
feature_10,0.0011139483586171783
feature_26,0.0012324600518567098
feature_11,0.0021156739028678263
feature_27,0.0022408270189563763
feature_12,0.0024164198960225035
feature_14,0.0039029060982384346
feature_23,0.004282645009097708
feature_5,0.005327718092552036
feature_7,0.00975275871641616
feature_24,0.009779057849912693
feature_22,0.025246429998323695
feature_2,0.033818857843468754
feature_21,0.03525168577606897
feature_8,0.03531055223089473
feature_28,0.10012638283435953
