feature,mean_importance
feature_14,-0.004101976679853273
feature_3,-0.002042573008413942
feature_9,-0.0017986862271525406
feature_30,-0.00033244767678678453
feature_11,-0.00020050360156921785
feature_1,-0.00016552731170699358
feature_15,-0.0001650182648724338
feature_10,-7.878466902734304e-05
feature_13,0.00048394879590231974
feature_26,0.0005597777530851403
feature_21,0.001256876659321221
feature_12,0.0014288264032602694
feature_18,0.0015329861217189904
feature_17,0.0017659347835816963
feature_20,0.0026864747234651627
feature_19,0.002716744235429862
feature_5,0.0063123930681673835
feature_7,0.006638407279388585
feature_6,0.0077333162039363995
feature_16,0.008875936843136279
feature_29,0.009166753329395308
feature_4,0.010718842036587193
feature_23,0.013353874898248791
feature_24,0.015855942499842457
feature_25,0.01692224428015123
feature_2,0.03607140553809652
feature_27,0.04525413238148369
feature_22,0.053315572877890835
feature_8,0.055580418375229534
feature_28,0.09011965302050684
