feature,mean_importance
feature_30,-0.00034324396367114984
feature_16,-0.00011793566465846394
feature_18,3.053113317719181e-17
feature_5,3.3306690738754695e-17
feature_6,4.9960036108132046e-17
feature_9,5.828670879282072e-17
feature_1,6.106226635438361e-17
feature_17,6.38378239159465e-17
feature_15,6.661338147750939e-17
feature_10,7.771561172376095e-17
feature_25,0.0001649358347531993
feature_19,0.00040043072861578876
feature_12,0.0004686073342189512
feature_26,0.0007606175727004894
feature_20,0.0007714748571768431
feature_13,0.0007795462028908045
feature_29,0.0013339435095236414
feature_3,0.003169804562311479
feature_7,0.005485024525945079
feature_27,0.005646204514033568
feature_4,0.007965614859669864
feature_11,0.008335533685780888
feature_2,0.009530482149638525
feature_14,0.015114469626541071
feature_22,0.023444397427092107
feature_21,0.04058272108167054
feature_24,0.044376609987765284
feature_8,0.09859070472852363
feature_23,0.1054433709271136
feature_28,0.1339235932446046
